graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,bluetooth,wifi,widi,nfc,lan,gps,lte,wwan,keyboard,touchpad,numeric keyboard,illuminated keyboard,speakers,SD card reader,microphone,camera
1,3,4,16,4,3,2,2.3,7,0.046950240770465494,1,5,4499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,0,2.2,7,0.046950240770465494,0,4,1599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,8,3,1,0,2.1,5,0.046950240770465494,1,5,1549.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,4,3,0,2.1,2,0.04494382022471911,1,5,2499.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,4,2,2.8,9,0.12279293739967898,1,4,5479.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,2,12,0,1,2,2.0,5,0.0971107544141252,1,4,2099.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.1,7,0.009630818619582664,1,3,4349.0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1
1,2,2,12,4,1,2,2.5,7,0.0971107544141252,1,5,2939.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3199.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,5,2,8,4,3,2,2.5,7,0.014847512038523275,1,3,5260.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.02086677367576244,1,4,4219.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,4,3,2,2.8,9,0.04494382022471911,1,4,5299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,2,1,2.5,9,0.046950240770465494,1,3,2699.0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.02247191011235955,1,4,3833.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,4,4,3,2,2.4,5,0.04494382022471911,1,3,3444.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,12,4,1,2,2.5,7,0.0971107544141252,1,4,2899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,3,1,2.2,7,0.09309791332263243,1,4,3899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3729.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,1,2,16,4,1,2,2.5,7,0.046950240770465494,1,3,4399.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,1,4,6,4,3,0,1.8,4,0.02247191011235955,0,4,1779.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.00882825040128411,1,4,2199.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,2,16,4,4,2,2.5,7,0.10995184590690209,1,3,4799.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,7,4,16,4,3,0,2.5,9,0.048154093097913325,0,4,4449.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,16,4,1,0,2.3,7,0.0971107544141252,0,4,2175.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,16,4,1,1,2.2,7,0.0971107544141252,1,4,3349.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,1,0,2.0,5,0.0971107544141252,0,4,1912.88,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,2,1,2.4,9,0.0971107544141252,1,4,2599.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,4,4,3,2,2.5,7,0.00882825040128411,1,4,3483.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,2,8,4,3,0,2.5,9,0.02247191011235955,1,4,2999.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.046950240770465494,1,4,4549.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,4129.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
0,1,2,4,4,1,0,2.0,1,0.046950240770465494,0,4,1599.0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,0,2.5,9,0.048154093097913325,1,4,2699.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,3,3,0,2.1,5,0.014847512038523275,1,3,1990.0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
0,1,2,4,2,3,0,2.0,5,0.04494382022471911,1,2,2349.01,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,8,4,1,0,1.1,1,0.0971107544141252,1,4,1889.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,3,1,0,2.16,1,0.046950240770465494,1,0,1199.0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1,3,4,8,0,1,2,2.5,7,0.0971107544141252,1,4,6174.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,3,2,16,4,3,2,2.4,5,0.009630818619582664,1,3,3799.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,2,6443.63,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
0,3,2,12,4,3,2,2.5,7,0.02247191011235955,1,4,2979.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.14847512038523275,1,4,5039.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,32,4,1,2,2.5,7,0.0971107544141252,1,4,4469.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,4,2,2.6,9,0.17295345104333867,1,5,4049.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,0,4,2,2.6,9,0.10914927768860352,1,5,4209.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,2,2,4,4,3,2,2.5,7,0.04494382022471911,1,5,3039.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,3,4,16,4,3,2,2.5,7,0.02247191011235955,1,4,4619.0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1
1,3,4,16,0,1,2,2.6,9,0.0971107544141252,1,5,4019.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,1,0,2.5,9,0.0971107544141252,1,5,3699.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,12,4,4,2,2.8,9,0.14847512038523275,1,4,4929.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,4,2,2.6,9,0.12219101123595505,1,5,5099.0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,8,4,3,0,2.6,7,0.009630818619582664,0,4,2005.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.4,5,0.04494382022471911,1,4,2839.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,1,2,4,4,1,2,2.0,5,0.0971107544141252,1,4,1919.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,0,3,2,2.0,5,0.02086677367576244,1,4,2359.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,4,12,4,3,2,2.6,9,0.00882825040128411,1,4,5030.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
1,3,4,16,0,4,2,2.6,9,0.10914927768860352,1,5,4209.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1
1,3,4,12,4,4,2,2.5,7,0.14847512038523275,1,4,4459.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,1,2,16,4,3,1,1.9,5,0.00882825040128411,1,4,2829.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,3,1,2.6,9,0.00882825040128411,1,5,3499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,0,3,0,2.4,9,0.02247191011235955,0,4,3949.92,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,0,3,2,2.8,9,0.09309791332263243,1,4,5799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,12,4,3,2,2.0,5,0.02086677367576244,1,4,2579.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,1,2,4,0,3,0,2.6,7,0.04494382022471911,1,4,2649.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,2,4,8,4,3,1,2.0,4,0.009630818619582664,1,5,1877.0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1
0,1,2,8,3,1,0,1.6,7,0.0971107544141252,0,2,1899.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
0,3,2,8,4,3,2,2.4,5,0.05778491171749599,1,3,3519.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,4,0,1,2,2.4,5,0.0971107544141252,1,4,1999.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,4,2,2.5,7,0.12279293739967898,1,4,6449.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,4633.97,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
0,3,2,8,0,1,2,2.4,5,0.0971107544141252,1,4,2199.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,1,2,8,4,3,0,2.3,7,0.009630818619582664,0,1,2687.81,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.02086677367576244,1,4,4799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,4,3,2,2.6,9,0.04494382022471911,1,4,5524.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
0,1,2,8,3,1,0,2.16,2,0.0971107544141252,0,4,1599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,4,2,2.5,7,0.12279293739967898,1,4,3929.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,12,4,4,2,2.5,7,0.12279293739967898,1,4,4119.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.04654895666131621,1,3,5147.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,3,0,2.5,9,0.048154093097913325,1,5,3399.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,6,4,3,0,1.35,1,0.009630818619582664,0,4,1259.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.0971107544141252,1,4,3849.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,16,4,4,2,2.3,7,0.12118780096308186,1,4,4199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,4,4,1,1,1.8,4,0.046950240770465494,1,4,1549.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,0,3,2,2.0,5,0.00882825040128411,1,4,1629.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,3,2,1.6,7,0.09309791332263243,1,4,4449.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,1,2,1.6,7,0.0971107544141252,1,4,3199.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,1,2,2.5,7,0.046950240770465494,1,3,3599.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.5,7,0.10995184590690209,1,4,3999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.0971107544141252,1,4,3719.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,12,4,1,0,2.7,9,0.0971107544141252,0,4,3636.14,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,3,2,2.0,5,0.02086677367576244,1,4,2159.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,2,2,2.6,9,0.0971107544141252,0,5,3449.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,0,3,2,2.5,7,0.04494382022471911,1,4,4139.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,2,2,4,4,1,0,2.4,7,0.046950240770465494,0,3,2512.22,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,12,4,1,2,2.7,9,0.0971107544141252,1,4,2797.0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,2,2,12,2,1,0,2.3,7,0.0971107544141252,1,5,2899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,12,4,3,2,2.0,5,0.02086677367576244,1,4,2739.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
0,2,2,4,2,3,0,2.1,2,0.09309791332263243,1,5,3099.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,4,2,2.5,7,0.14847512038523275,1,4,4729.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,12,0,1,2,2.8,9,0.19743178170144463,1,4,4019.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,2,8,4,1,2,2.4,5,0.0971107544141252,1,4,2629.0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
0,1,2,6,4,3,0,1.7000000000000002,5,0.02247191011235955,0,4,1709.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,6,4,3,0,2.6,7,0.009630818619582664,0,4,1945.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.02086677367576244,1,4,3849.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.0971107544141252,1,4,4499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,3,1,2.6,9,0.02086677367576244,1,5,4178.99,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,4,3,2,2.5,7,0.04494382022471911,1,4,4159.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.14847512038523275,1,4,7488.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,3,1,0,2.4,9,0.0971107544141252,1,5,3335.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,2,2.5,7,0.02247191011235955,1,1,4899.0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,8,0,3,0,2.6,7,0.00882825040128411,1,4,2149.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,2,4,4,3,0,2.0,5,0.04494382022471911,1,4,2949.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,4,32,4,3,2,2.3,7,0.04494382022471911,1,5,6083.0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,4,2,2.8,9,0.2937399678972713,1,4,7786.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
0,2,2,4,3,1,1,2.5,2,0.0971107544141252,1,5,1419.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,6,3,1,1,1.7000000000000002,5,0.07203049759229534,0,4,1979.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,16,4,4,0,2.7,9,0.2231139646869984,1,5,3777.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,0,3,2,2.5,7,0.02086677367576244,1,4,2769.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,6,4,4,1,2.3,7,0.10995184590690209,1,5,2299.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,2,4,4,4,1,1,2.2,6,0.0971107544141252,1,5,1720.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,4,4269.0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,12,0,3,2,2.6,9,0.04494382022471911,1,5,4399.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.00882825040128411,1,4,2119.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,2,12,4,1,2,2.5,7,0.0971107544141252,1,4,3499.0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
1,3,4,32,0,4,2,2.5,7,0.1472712680577849,1,4,8111.0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
0,2,2,8,4,3,0,2.4,7,0.02247191011235955,0,3,2997.23,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,3549.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,4,12,4,1,2,2.8,9,0.19743178170144463,1,4,5641.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,4,8,4,3,0,2.0,4,0.00882825040128411,1,4,1667.0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,2,2,8,4,1,0,2.5,9,0.0971107544141252,0,5,2759.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,2,2.5,7,0.0971107544141252,1,4,3599.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,1,2,6,4,1,0,2.6,7,0.0971107544141252,0,4,1742.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,1,2,2.5,7,0.0971107544141252,1,4,3499.0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
1,1,2,8,4,1,2,2.0,5,0.046950240770465494,1,4,2199.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,12,2,3,1,2.1,2,0.04494382022471911,1,4,2599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.5,7,0.02247191011235955,1,3,3299.0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
1,1,2,4,4,3,2,2.3,5,0.00882825040128411,1,4,1877.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,4,4,0,1,2,2.7,10,0.0971107544141252,1,4,1999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,0,4,2,2.5,7,0.10995184590690209,1,4,2499.0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1
0,3,2,4,0,1,2,2.0,5,0.0971107544141252,1,4,1799.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,2,2,8,4,3,0,2.0,5,0.02247191011235955,0,5,2569.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,0,1,2,2.5,7,0.0971107544141252,1,4,2049.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,0,3,0,2.6,7,0.046950240770465494,1,4,3522.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,4,16,4,4,2,2.8,9,0.14847512038523275,1,4,4899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.04494382022471911,1,4,4289.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,1,2,6,4,3,0,2.4,5,0.009630818619582664,0,4,1599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,1,0,0.9,7,0.0971107544141252,1,4,1899.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,7,4,8,4,3,2,1.8,9,0.048154093097913325,1,2,7599.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
1,3,4,16,4,4,2,2.8,9,0.10914927768860352,1,4,5599.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,3,1,2.5,9,0.016051364365971106,1,4,3999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,6,4,1,0,1.7000000000000002,5,0.046950240770465494,0,4,1369.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,4,2,2.5,7,0.10995184590690209,1,4,4789.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,4,8,4,3,0,1.1,2,0.009630818619582664,1,4,1925.21,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,1,4,1,2.5,9,0.1472712680577849,1,5,3299.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.04494382022471911,1,4,3629.0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.3,7,0.009630818619582664,1,3,3099.0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,2899.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,4,0,1,2,2.7,9,0.0971107544141252,1,4,2509.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,4,3,0,2.1,2,0.00882825040128411,1,5,2079.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,3,2,2.8,9,0.02247191011235955,1,4,4649.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.046950240770465494,1,4,6949.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,2,4,4,3,2,2.0,5,0.04494382022471911,1,4,2619.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,12,4,3,2,2.0,5,0.02086677367576244,1,4,2549.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,0,2.2,7,0.046950240770465494,0,4,1719.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,12,0,4,2,2.6,9,0.1472712680577849,1,5,4479.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,4,4,3,2,2.4,5,0.04494382022471911,1,4,2699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.009630818619582664,1,4,2919.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,2,4669.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
1,3,4,8,4,1,0,2.4,9,0.0971107544141252,0,4,2649.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,1,2,2.8,9,0.0971107544141252,1,4,4339.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.2231139646869984,1,4,4949.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1,3,4,8,0,3,2,1.6,7,0.02086677367576244,1,4,2849.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,1,2,8,4,1,2,2.4,7,0.046950240770465494,1,1,5251.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,2,8,4,3,2,2.3,5,0.00882825040128411,1,4,2147.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,2,2.8,9,0.0971107544141252,1,4,7499.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,4,12,4,4,2,2.5,7,0.14847512038523275,1,4,6424.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,4,4,3,2,2.5,7,0.00882825040128411,1,4,3483.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,1,2,12,4,3,1,1.9,5,0.00882825040128411,1,4,2428.99,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,1,0,2.6,7,0.0971107544141252,0,4,1682.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,12,4,3,0,2.2,7,0.09309791332263243,1,4,3659.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,4,16,1,3,1,2.5,9,0.021869983948635634,1,4,3799.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,2,0,2.4,9,0.046950240770465494,0,4,3742.35,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
1,3,3,8,4,3,2,1.8,9,0.02247191011235955,1,4,3999.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.04494382022471911,1,4,3649.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
0,3,2,12,0,3,2,2.0,5,0.02086677367576244,1,4,2989.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,1,2,16,4,3,0,2.3,7,0.02247191011235955,0,4,2475.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,2,2.5,7,0.02247191011235955,1,1,5309.59,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.2102728731942215,1,4,5099.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,4,4,2,2.7,9,0.24558587479935795,1,5,5499.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,0,1,2,2.0,5,0.0971107544141252,1,4,2442.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,12,4,3,0,1.8,9,0.02247191011235955,0,4,2436.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,4,2,2.6,9,0.10914927768860352,1,4,4099.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,1,0,2.4,9,0.0971107544141252,0,4,2699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.048154093097913325,1,1,5799.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,3,2,2.6,9,0.021869983948635634,1,4,3799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,3,0,1.6,1,0.009630818619582664,1,4,1399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,3202.99,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
